Admission No,Student Name,Class,Term,Year,Subject,Score,Grade,Class Rank,Teacher Comment
ADM-1212,Grace Langat,Grade 3 B,Term 1,2026,Mathematics,65,B,20,Very good performance. Focus on the few weak areas.
ADM-1212,Grace Langat,Grade 3 B,Term 1,2026,Environmental Activities,81,A,7,Average. Put more effort into homework.
ADM-1212,Grace Langat,Grade 3 B,Term 1,2026,Religious Education,91,A,2,Satisfactory. Needs consistent practice.
ADM-1212,Grace Langat,Grade 3 B,Term 1,2026,Creative Activities,85,A,4,Good effort. Can improve with more practice.
ADM-1212,Grace Langat,Grade 3 B,Term 1,2026,Physical & Health Education,65,B,24,Good effort. Can improve with more practice.
ADM-1213,Julia Njuguna,Grade 3 B,Term 1,2026,English,85,A,2,Steady progress. Do more revision.
ADM-1213,Julia Njuguna,Grade 3 B,Term 1,2026,Kiswahili,86,A,6,Satisfactory. Needs consistent practice.
ADM-1213,Julia Njuguna,Grade 3 B,Term 1,2026,Mathematics,78,A-,10,Excellent work. Keep it up!
ADM-1213,Julia Njuguna,Grade 3 B,Term 1,2026,Environmental Activities,70,B+,23,Satisfactory. Needs consistent practice.
ADM-1213,Julia Njuguna,Grade 3 B,Term 1,2026,Religious Education,85,A,6,Average. Put more effort into homework.
ADM-1213,Julia Njuguna,Grade 3 B,Term 1,2026,Creative Activities,84,A,5,Very good performance. Focus on the few weak areas.
ADM-1213,Julia Njuguna,Grade 3 B,Term 1,2026,Physical & Health Education,79,A-,9,Good effort. Can improve with more practice.
ADM-1214,Thomas Mwende,Grade 3 B,Term 1,2026,English,49,C-,31,Satisfactory. Needs consistent practice.
ADM-1214,Thomas Mwende,Grade 3 B,Term 1,2026,Kiswahili,53,C,27,Average. Put more effort into homework.
ADM-1214,Thomas Mwende,Grade 3 B,Term 1,2026,Mathematics,51,C,31,Average. Put more effort into homework.
ADM-1214,Thomas Mwende,Grade 3 B,Term 1,2026,Environmental Activities,63,B-,27,Average. Put more effort into homework.
ADM-1214,Thomas Mwende,Grade 3 B,Term 1,2026,Religious Education,65,B,24,Satisfactory. Needs consistent practice.
ADM-1214,Thomas Mwende,Grade 3 B,Term 1,2026,Creative Activities,68,B,21,Steady progress. Do more revision.
ADM-1214,Thomas Mwende,Grade 3 B,Term 1,2026,Physical & Health Education,56,C+,30,Very good performance. Focus on the few weak areas.
ADM-1215,Edwin Namukuru,Grade 3 B,Term 1,2026,English,82,A,6,Average. Put more effort into homework.
ADM-1215,Edwin Namukuru,Grade 3 B,Term 1,2026,Kiswahili,68,B,17,Average. Put more effort into homework.
ADM-1215,Edwin Namukuru,Grade 3 B,Term 1,2026,Mathematics,78,A-,11,Satisfactory. Needs consistent practice.
ADM-1215,Edwin Namukuru,Grade 3 B,Term 1,2026,Environmental Activities,81,A,8,Needs significant improvement. Revise earlier topics.
ADM-1215,Edwin Namukuru,Grade 3 B,Term 1,2026,Religious Education,74,B+,18,Average. Put more effort into homework.
ADM-1215,Edwin Namukuru,Grade 3 B,Term 1,2026,Creative Activities,78,A-,10,Average. Put more effort into homework.
ADM-1215,Edwin Namukuru,Grade 3 B,Term 1,2026,Physical & Health Education,84,A,7,Very good performance. Focus on the few weak areas.
ADM-1216,Joseph Kirimi,Grade 3 B,Term 1,2026,English,85,A,3,Shows understanding of key concepts.
ADM-1216,Joseph Kirimi,Grade 3 B,Term 1,2026,Kiswahili,87,A,4,Excellent work. Keep it up!
ADM-1216,Joseph Kirimi,Grade 3 B,Term 1,2026,Mathematics,87,A,3,Below average. Extra tuition recommended.
ADM-1216,Joseph Kirimi,Grade 3 B,Term 1,2026,Environmental Activities,81,A,9,Below average. Extra tuition recommended.
ADM-1216,Joseph Kirimi,Grade 3 B,Term 1,2026,Religious Education,80,A,12,Average. Put more effort into homework.
ADM-1216,Joseph Kirimi,Grade 3 B,Term 1,2026,Creative Activities,78,A-,11,Performs well under guidance. Keep practising.
ADM-1216,Joseph Kirimi,Grade 3 B,Term 1,2026,Physical & Health Education,94,A,2,Shows understanding of key concepts.
ADM-1217,Elijah Odera,Grade 3 B,Term 1,2026,English,67,B,21,Very good performance. Focus on the few weak areas.
ADM-1217,Elijah Odera,Grade 3 B,Term 1,2026,Kiswahili,77,A-,10,Shows understanding of key concepts.
ADM-1217,Elijah Odera,Grade 3 B,Term 1,2026,Mathematics,74,B+,15,Very good performance. Focus on the few weak areas.
ADM-1217,Elijah Odera,Grade 3 B,Term 1,2026,Environmental Activities,77,A-,12,Good effort. Can improve with more practice.
ADM-1217,Elijah Odera,Grade 3 B,Term 1,2026,Religious Education,67,B,22,Excellent work. Keep it up!
ADM-1217,Elijah Odera,Grade 3 B,Term 1,2026,Creative Activities,75,A-,15,Good effort. Can improve with more practice.
ADM-1217,Elijah Odera,Grade 3 B,Term 1,2026,Physical & Health Education,76,A-,12,Steady progress. Do more revision.
ADM-1218,Gideon Kitonga,Grade 3 B,Term 1,2026,English,62,B-,26,Satisfactory. Needs consistent practice.
ADM-1218,Gideon Kitonga,Grade 3 B,Term 1,2026,Kiswahili,52,C,28,Excellent work. Keep it up!
ADM-1218,Gideon Kitonga,Grade 3 B,Term 1,2026,Mathematics,61,B-,24,Satisfactory. Needs consistent practice.
ADM-1218,Gideon Kitonga,Grade 3 B,Term 1,2026,Environmental Activities,76,A-,13,Very good performance. Focus on the few weak areas.
ADM-1218,Gideon Kitonga,Grade 3 B,Term 1,2026,Religious Education,68,B,21,Satisfactory. Needs consistent practice.
ADM-1218,Gideon Kitonga,Grade 3 B,Term 1,2026,Creative Activities,60,B-,29,Good effort. Can improve with more practice.
ADM-1218,Gideon Kitonga,Grade 3 B,Term 1,2026,Physical & Health Education,58,C+,29,Very good performance. Focus on the few weak areas.
ADM-1219,Francis Okoth,Grade 3 B,Term 1,2026,English,60,B-,27,Satisfactory. Needs consistent practice.
ADM-1219,Francis Okoth,Grade 3 B,Term 1,2026,Kiswahili,62,B-,25,Average. Put more effort into homework.
ADM-1219,Francis Okoth,Grade 3 B,Term 1,2026,Mathematics,60,B-,27,Steady progress. Do more revision.
ADM-1219,Francis Okoth,Grade 3 B,Term 1,2026,Environmental Activities,54,C,29,Good effort. Can improve with more practice.
ADM-1219,Francis Okoth,Grade 3 B,Term 1,2026,Religious Education,62,B-,26,Satisfactory. Needs consistent practice.
ADM-1219,Francis Okoth,Grade 3 B,Term 1,2026,Creative Activities,46,C-,32,Satisfactory. Needs consistent practice.
ADM-1219,Francis Okoth,Grade 3 B,Term 1,2026,Physical & Health Education,59,C+,28,Average. Put more effort into homework.
ADM-1220,Gloria Odhiambo,Grade 3 B,Term 1,2026,English,83,A,4,Satisfactory. Needs consistent practice.
ADM-1220,Gloria Odhiambo,Grade 3 B,Term 1,2026,Kiswahili,83,A,8,Satisfactory. Needs consistent practice.
ADM-1220,Gloria Odhiambo,Grade 3 B,Term 1,2026,Mathematics,79,A-,9,Shows understanding of key concepts.
ADM-1220,Gloria Odhiambo,Grade 3 B,Term 1,2026,Environmental Activities,76,A-,14,Very good performance. Focus on the few weak areas.
ADM-1220,Gloria Odhiambo,Grade 3 B,Term 1,2026,Religious Education,78,A-,13,Excellent work. Keep it up!
ADM-1220,Gloria Odhiambo,Grade 3 B,Term 1,2026,Creative Activities,84,A,6,Average. Put more effort into homework.
ADM-1220,Gloria Odhiambo,Grade 3 B,Term 1,2026,Physical & Health Education,75,A-,15,Below average. Extra tuition recommended.
ADM-1221,Monica Kombo,Grade 3 B,Term 1,2026,English,76,A-,14,Average. Put more effort into homework.
ADM-1221,Monica Kombo,Grade 3 B,Term 1,2026,Kiswahili,66,B,20,Excellent work. Keep it up!
ADM-1221,Monica Kombo,Grade 3 B,Term 1,2026,Mathematics,75,A-,13,Average. Put more effort into homework.
ADM-1221,Monica Kombo,Grade 3 B,Term 1,2026,Environmental Activities,83,A,4,Shows understanding of key concepts.
ADM-1221,Monica Kombo,Grade 3 B,Term 1,2026,Religious Education,61,B-,28,Steady progress. Do more revision.
ADM-1221,Monica Kombo,Grade 3 B,Term 1,2026,Creative Activities,65,B,27,Very good performance. Focus on the few weak areas.
ADM-1221,Monica Kombo,Grade 3 B,Term 1,2026,Physical & Health Education,62,B-,26,Very good performance. Focus on the few weak areas.
ADM-1222,Abigail Khisa,Grade 3 B,Term 1,2026,English,66,B,22,Good effort. Can improve with more practice.
ADM-1222,Abigail Khisa,Grade 3 B,Term 1,2026,Kiswahili,66,B,21,Excellent work. Keep it up!
ADM-1222,Abigail Khisa,Grade 3 B,Term 1,2026,Mathematics,52,C,29,Steady progress. Do more revision.
ADM-1222,Abigail Khisa,Grade 3 B,Term 1,2026,Environmental Activities,51,C,31,Steady progress. Do more revision.
ADM-1222,Abigail Khisa,Grade 3 B,Term 1,2026,Religious Education,45,C-,30,Average. Put more effort into homework.
ADM-1222,Abigail Khisa,Grade 3 B,Term 1,2026,Creative Activities,51,C,30,Good effort. Can improve with more practice.
ADM-1222,Abigail Khisa,Grade 3 B,Term 1,2026,Physical & Health Education,65,B,25,Good effort. Can improve with more practice.
ADM-1223,Simon Gitau,Grade 3 B,Term 1,2026,English,69,B,18,Satisfactory. Needs consistent practice.
ADM-1223,Simon Gitau,Grade 3 B,Term 1,2026,Kiswahili,51,C,29,Average. Put more effort into homework.
ADM-1223,Simon Gitau,Grade 3 B,Term 1,2026,Mathematics,70,B+,18,Very good performance. Focus on the few weak areas.
ADM-1223,Simon Gitau,Grade 3 B,Term 1,2026,Environmental Activities,61,B-,28,Satisfactory. Needs consistent practice.
ADM-1223,Simon Gitau,Grade 3 B,Term 1,2026,Religious Education,67,B,23,Good effort. Can improve with more practice.
ADM-1223,Simon Gitau,Grade 3 B,Term 1,2026,Creative Activities,66,B,26,Good effort. Can improve with more practice.
ADM-1223,Simon Gitau,Grade 3 B,Term 1,2026,Physical & Health Education,70,B+,22,Average. Put more effort into homework.
ADM-1224,Frank Abdalla,Grade 3 B,Term 1,2026,English,66,B,23,Satisfactory. Needs consistent practice.
ADM-1224,Frank Abdalla,Grade 3 B,Term 1,2026,Kiswahili,66,B,22,Excellent work. Keep it up!
ADM-1224,Frank Abdalla,Grade 3 B,Term 1,2026,Mathematics,54,C,28,Satisfactory. Needs consistent practice.
ADM-1224,Frank Abdalla,Grade 3 B,Term 1,2026,Environmental Activities,75,A-,15,Very good performance. Focus on the few weak areas.
ADM-1224,Frank Abdalla,Grade 3 B,Term 1,2026,Religious Education,63,B-,25,Average. Put more effort into homework.
ADM-1224,Frank Abdalla,Grade 3 B,Term 1,2026,Creative Activities,83,A,8,Shows understanding of key concepts.
ADM-1224,Frank Abdalla,Grade 3 B,Term 1,2026,Physical & Health Education,76,A-,13,Very good performance. Focus on the few weak areas.
ADM-1225,Zachary Oluoch,Grade 3 B,Term 1,2026,English,75,A-,15,Performs well under guidance. Keep practising.
ADM-1225,Zachary Oluoch,Grade 3 B,Term 1,2026,Kiswahili,83,A,9,Good effort. Can improve with more practice.
ADM-1225,Zachary Oluoch,Grade 3 B,Term 1,2026,Mathematics,61,B-,25,Very good performance. Focus on the few weak areas.
ADM-1225,Zachary Oluoch,Grade 3 B,Term 1,2026,Environmental Activities,80,A,10,Steady progress. Do more revision.
ADM-1225,Zachary Oluoch,Grade 3 B,Term 1,2026,Religious Education,81,A,11,Satisfactory. Needs consistent practice.
ADM-1225,Zachary Oluoch,Grade 3 B,Term 1,2026,Creative Activities,70,B+,19,Very good performance. Focus on the few weak areas.
ADM-1225,Zachary Oluoch,Grade 3 B,Term 1,2026,Physical & Health Education,71,B+,20,Excellent work. Keep it up!
ADM-1226,Vincent Ciawi,Grade 3 B,Term 1,2026,English,71,B+,17,Excellent work. Keep it up!
ADM-1226,Vincent Ciawi,Grade 3 B,Term 1,2026,Kiswahili,65,B,23,Steady progress. Do more revision.
ADM-1226,Vincent Ciawi,Grade 3 B,Term 1,2026,Mathematics,88,A,2,Satisfactory. Needs consistent practice.
ADM-1226,Vincent Ciawi,Grade 3 B,Term 1,2026,Environmental Activities,79,A-,11,Below average. Extra tuition recommended.
ADM-1226,Vincent Ciawi,Grade 3 B,Term 1,2026,Religious Education,86,A,5,Steady progress. Do more revision.
ADM-1226,Vincent Ciawi,Grade 3 B,Term 1,2026,Creative Activities,91,A,2,Shows understanding of key concepts.
ADM-1226,Vincent Ciawi,Grade 3 B,Term 1,2026,Physical & Health Education,81,A,8,Performs well under guidance. Keep practising.
ADM-1227,Susan Wamalwa,Grade 3 B,Term 1,2026,English,81,A,8,Shows understanding of key concepts.
ADM-1227,Susan Wamalwa,Grade 3 B,Term 1,2026,Kiswahili,64,B-,24,Steady progress. Do more revision.
ADM-1227,Susan Wamalwa,Grade 3 B,Term 1,2026,Mathematics,85,A,4,Needs significant improvement. Revise earlier topics.
ADM-1227,Susan Wamalwa,Grade 3 B,Term 1,2026,Environmental Activities,83,A,5,Performs well under guidance. Keep practising.
ADM-1227,Susan Wamalwa,Grade 3 B,Term 1,2026,Religious Education,82,A,10,Steady progress. Do more revision.
ADM-1227,Susan Wamalwa,Grade 3 B,Term 1,2026,Creative Activities,93,A,1,Shows understanding of key concepts.
ADM-1227,Susan Wamalwa,Grade 3 B,Term 1,2026,Physical & Health Education,96,A,1,Satisfactory. Needs consistent practice.
ADM-1228,Michael Wambua,Grade 3 B,Term 1,2026,English,78,A-,10,Average. Put more effort into homework.
ADM-1228,Michael Wambua,Grade 3 B,Term 1,2026,Kiswahili,76,A-,12,Needs significant improvement. Revise earlier topics.
ADM-1228,Michael Wambua,Grade 3 B,Term 1,2026,Mathematics,84,A,5,Excellent work. Keep it up!
ADM-1228,Michael Wambua,Grade 3 B,Term 1,2026,Environmental Activities,82,A,6,Steady progress. Do more revision.
ADM-1228,Michael Wambua,Grade 3 B,Term 1,2026,Religious Education,85,A,7,Satisfactory. Needs consistent practice.
ADM-1228,Michael Wambua,Grade 3 B,Term 1,2026,Creative Activities,78,A-,12,Very good performance. Focus on the few weak areas.
ADM-1228,Michael Wambua,Grade 3 B,Term 1,2026,Physical & Health Education,78,A-,10,Average. Put more effort into homework.
ADM-1229,Wesley Noor,Grade 4 A,Term 1,2026,English,86,A,7,Good effort. Can improve with more practice.
ADM-1229,Wesley Noor,Grade 4 A,Term 1,2026,Kiswahili,76,A-,14,Very good performance. Focus on the few weak areas.
ADM-1229,Wesley Noor,Grade 4 A,Term 1,2026,Mathematics,86,A,8,Good effort. Can improve with more practice.
ADM-1229,Wesley Noor,Grade 4 A,Term 1,2026,Science & Technology,89,A,4,Below average. Extra tuition recommended.
ADM-1229,Wesley Noor,Grade 4 A,Term 1,2026,Social Studies,86,A,7,Very good performance. Focus on the few weak areas.
ADM-1229,Wesley Noor,Grade 4 A,Term 1,2026,Religious Education,77,A-,11,Steady progress. Do more revision.
ADM-1229,Wesley Noor,Grade 4 A,Term 1,2026,Creative Arts,71,B+,15,Average. Put more effort into homework.
ADM-1229,Wesley Noor,Grade 4 A,Term 1,2026,Physical & Health Education,66,B,21,Steady progress. Do more revision.
ADM-1230,Felix Masinde,Grade 4 A,Term 1,2026,English,100,A,1,Very good performance. Focus on the few weak areas.
ADM-1230,Felix Masinde,Grade 4 A,Term 1,2026,Kiswahili,95,A,2,Good effort. Can improve with more practice.
ADM-1230,Felix Masinde,Grade 4 A,Term 1,2026,Mathematics,95,A,3,Performs well under guidance. Keep practising.
ADM-1230,Felix Masinde,Grade 4 A,Term 1,2026,Science & Technology,100,A,1,Below average. Extra tuition recommended.
ADM-1230,Felix Masinde,Grade 4 A,Term 1,2026,Social Studies,100,A,1,Good effort. Can improve with more practice.
ADM-1230,Felix Masinde,Grade 4 A,Term 1,2026,Religious Education,84,A,6,Performs well under guidance. Keep practising.
ADM-1230,Felix Masinde,Grade 4 A,Term 1,2026,Creative Arts,99,A,1,Good effort. Can improve with more practice.
ADM-1230,Felix Masinde,Grade 4 A,Term 1,2026,Physical & Health Education,92,A,3,Very good performance. Focus on the few weak areas.
ADM-1231,Caleb Maundu,Grade 4 A,Term 1,2026,English,70,B+,16,Very good performance. Focus on the few weak areas.
ADM-1231,Caleb Maundu,Grade 4 A,Term 1,2026,Kiswahili,64,B-,24,Very good performance. Focus on the few weak areas.
ADM-1231,Caleb Maundu,Grade 4 A,Term 1,2026,Mathematics,71,B+,16,Satisfactory. Needs consistent practice.
ADM-1231,Caleb Maundu,Grade 4 A,Term 1,2026,Science & Technology,80,A,11,Below average. Extra tuition recommended.
ADM-1231,Caleb Maundu,Grade 4 A,Term 1,2026,Social Studies,63,B-,22,Very good performance. Focus on the few weak areas.
ADM-1231,Caleb Maundu,Grade 4 A,Term 1,2026,Religious Education,69,B,20,Excellent work. Keep it up!
ADM-1231,Caleb Maundu,Grade 4 A,Term 1,2026,Creative Arts,60,B-,23,Very good performance. Focus on the few weak areas.
ADM-1231,Caleb Maundu,Grade 4 A,Term 1,2026,Physical & Health Education,80,A,6,Satisfactory. Needs consistent practice.
ADM-1232,Naomi Wambua,Grade 4 A,Term 1,2026,English,62,B-,25,Very good performance. Focus on the few weak areas.
ADM-1232,Naomi Wambua,Grade 4 A,Term 1,2026,Kiswahili,63,B-,26,Good effort. Can improve with more practice.
ADM-1232,Naomi Wambua,Grade 4 A,Term 1,2026,Mathematics,61,B-,25,Excellent work. Keep it up!
ADM-1232,Naomi Wambua,Grade 4 A,Term 1,2026,Science & Technology,69,B,20,Good effort. Can improve with more practice.
ADM-1232,Naomi Wambua,Grade 4 A,Term 1,2026,Social Studies,62,B-,23,Satisfactory. Needs consistent practice.
ADM-1232,Naomi Wambua,Grade 4 A,Term 1,2026,Religious Education,45,C-,30,Steady progress. Do more revision.
ADM-1232,Naomi Wambua,Grade 4 A,Term 1,2026,Creative Arts,60,B-,24,Good effort. Can improve with more practice.
ADM-1232,Naomi Wambua,Grade 4 A,Term 1,2026,Physical & Health Education,58,C+,29,Satisfactory. Needs consistent practice.
ADM-1233,Michael Syombua,Grade 4 A,Term 1,2026,English,67,B,18,Average. Put more effort into homework.
ADM-1233,Michael Syombua,Grade 4 A,Term 1,2026,Kiswahili,67,B,21,Very good performance. Focus on the few weak areas.
ADM-1233,Michael Syombua,Grade 4 A,Term 1,2026,Mathematics,71,B+,17,Excellent work. Keep it up!
ADM-1233,Michael Syombua,Grade 4 A,Term 1,2026,Science & Technology,62,B-,24,Satisfactory. Needs consistent practice.
ADM-1233,Michael Syombua,Grade 4 A,Term 1,2026,Social Studies,55,C+,27,Average. Put more effort into homework.
ADM-1233,Michael Syombua,Grade 4 A,Term 1,2026,Religious Education,72,B+,18,Excellent work. Keep it up!
ADM-1233,Michael Syombua,Grade 4 A,Term 1,2026,Creative Arts,60,B-,25,Excellent work. Keep it up!
ADM-1233,Michael Syombua,Grade 4 A,Term 1,2026,Physical & Health Education,74,B+,10,Very good performance. Focus on the few weak areas.
ADM-1234,William Omollo,Grade 4 A,Term 1,2026,English,91,A,2,Needs significant improvement. Revise earlier topics.
ADM-1234,William Omollo,Grade 4 A,Term 1,2026,Kiswahili,81,A,10,Good effort. Can improve with more practice.
ADM-1234,William Omollo,Grade 4 A,Term 1,2026,Mathematics,100,A,1,Performs well under guidance. Keep practising.
ADM-1234,William Omollo,Grade 4 A,Term 1,2026,Science & Technology,95,A,2,Shows understanding of key concepts.
ADM-1234,William Omollo,Grade 4 A,Term 1,2026,Social Studies,100,A,2,Performs well under guidance. Keep practising.
ADM-1234,William Omollo,Grade 4 A,Term 1,2026,Religious Education,87,A,4,Excellent work. Keep it up!
ADM-1234,William Omollo,Grade 4 A,Term 1,2026,Creative Arts,93,A,3,Shows understanding of key concepts.
ADM-1234,William Omollo,Grade 4 A,Term 1,2026,Physical & Health Education,100,A,1,Good effort. Can improve with more practice.
ADM-1235,Kennedy Chemtai,Grade 4 A,Term 1,2026,English,89,A,3,Good effort. Can improve with more practice.
ADM-1235,Kennedy Chemtai,Grade 4 A,Term 1,2026,Kiswahili,97,A,1,Satisfactory. Needs consistent practice.
ADM-1235,Kennedy Chemtai,Grade 4 A,Term 1,2026,Mathematics,94,A,4,Excellent work. Keep it up!
ADM-1235,Kennedy Chemtai,Grade 4 A,Term 1,2026,Science & Technology,88,A,5,Needs significant improvement. Revise earlier topics.
ADM-1235,Kennedy Chemtai,Grade 4 A,Term 1,2026,Social Studies,76,A-,14,Performs well under guidance. Keep practising.
ADM-1235,Kennedy Chemtai,Grade 4 A,Term 1,2026,Religious Education,76,A-,14,Good effort. Can improve with more practice.
