Receipt No,Admission No,Student Name,Class,Term,Year,Amount (KES),Payment Method,Reference No,Paid By,Payment Date,Recorded By
BP-2026-0703,ADM-1122,Charles Mutoro,Grade 2 A,Term 2,2026,7400,M-PESA,QWH-93816,Edwin Mutoro,2026-05-27,Andreah Smithh
BP-2026-0704,ADM-1122,Charles Mutoro,Grade 2 A,Term 2,2026,2700,M-PESA,QWH-43067,Edwin Mutoro,2026-06-15,Monica Wanjiru
BP-2026-0705,ADM-1122,Charles Mutoro,Grade 2 A,Term 2,2026,4900,Cash,CSH-40258,Edwin Mutoro,2026-06-27,Andreah Smithh
BP-2026-0706,ADM-1123,Joshua Gatwiri,Grade 2 A,Term 1,2026,8600,M-PESA,QWH-44612,Kevin Gatwiri,2026-01-26,Andreah Smithh
BP-2026-0707,ADM-1123,Joshua Gatwiri,Grade 2 A,Term 1,2026,21400,M-PESA,QWH-15972,Kevin Gatwiri,2026-02-08,Andreah Smithh
BP-2026-0708,ADM-1123,Joshua Gatwiri,Grade 2 A,Term 2,2026,8200,Cheque,CHQ-68400,Kevin Gatwiri,2026-05-18,Rebecca Wanjala
BP-2026-0709,ADM-1123,Joshua Gatwiri,Grade 2 A,Term 2,2026,3100,M-PESA,QWH-40897,Kevin Gatwiri,2026-06-04,Rebecca Wanjala
BP-2026-0710,ADM-1123,Joshua Gatwiri,Grade 2 A,Term 2,2026,3700,Cheque,CHQ-26942,Kevin Gatwiri,2026-06-10,Andreah Smithh
BP-2026-0711,ADM-1123,Joshua Gatwiri,Grade 2 A,Term 3,2026,3700,M-PESA,QWH-61445,Kevin Gatwiri,2026-09-29,Andreah Smithh
BP-2026-0712,ADM-1124,Peter Mutoro,Grade 2 A,Term 2,2026,15000,Bank Transfer,RTN-21914,Eunice Mutoro,2026-05-21,Andreah Smithh
BP-2026-0713,ADM-1124,Peter Mutoro,Grade 2 A,Term 3,2026,3000,Cheque,CHQ-34863,Eunice Mutoro,2026-10-03,Monica Wanjiru
BP-2026-0714,ADM-1124,Peter Mutoro,Grade 2 A,Term 3,2026,2800,M-PESA,QWH-83251,Eunice Mutoro,2026-09-29,Monica Wanjiru
BP-2026-0715,ADM-1124,Peter Mutoro,Grade 2 A,Term 3,2026,3200,Cash,CSH-95285,Eunice Mutoro,2026-10-28,Andreah Smithh
BP-2026-0716,ADM-1125,Donald Kiprop,Grade 2 A,Term 1,2026,30000,Cash,CSH-26779,William Kiprop,2026-01-22,Monica Wanjiru
BP-2026-0717,ADM-1125,Donald Kiprop,Grade 2 A,Term 2,2026,6000,M-PESA,QWH-56666,William Kiprop,2026-05-29,Rebecca Wanjala
BP-2026-0718,ADM-1125,Donald Kiprop,Grade 2 A,Term 2,2026,9000,Cash,CSH-95591,William Kiprop,2026-06-04,Andreah Smithh
BP-2026-0719,ADM-1125,Donald Kiprop,Grade 2 A,Term 3,2026,2200,Cash,CSH-55822,William Kiprop,2026-09-26,Andreah Smithh
BP-2026-0720,ADM-1125,Donald Kiprop,Grade 2 A,Term 3,2026,1200,Cash,CSH-49238,William Kiprop,2026-10-18,Andreah Smithh
BP-2026-0721,ADM-1125,Donald Kiprop,Grade 2 A,Term 3,2026,1500,Bank Transfer,RTN-70679,William Kiprop,2026-10-20,Monica Wanjiru
BP-2026-0722,ADM-1126,Rachael Mbithi,Grade 2 A,Term 1,2026,12000,Cash,CSH-40647,Teresia Mbithi,2026-01-13,Andreah Smithh
BP-2026-0723,ADM-1126,Rachael Mbithi,Grade 2 A,Term 2,2026,3900,Cheque,CHQ-26542,Teresia Mbithi,2026-05-08,Monica Wanjiru
BP-2026-0724,ADM-1126,Rachael Mbithi,Grade 2 A,Term 2,2026,11100,M-PESA,QWH-59552,Teresia Mbithi,2026-05-23,Rebecca Wanjala
BP-2026-0725,ADM-1127,James Natepo,Grade 2 A,Term 1,2026,4600,M-PESA,QWH-70280,Samuel Natepo,2026-01-18,Monica Wanjiru
BP-2026-0726,ADM-1127,James Natepo,Grade 2 A,Term 1,2026,10100,M-PESA,QWH-90003,Samuel Natepo,2026-01-26,Andreah Smithh
BP-2026-0727,ADM-1127,James Natepo,Grade 2 A,Term 2,2026,6800,M-PESA,QWH-59210,Samuel Natepo,2026-05-26,Monica Wanjiru
BP-2026-0728,ADM-1127,James Natepo,Grade 2 A,Term 2,2026,3200,M-PESA,QWH-51527,Samuel Natepo,2026-05-28,Monica Wanjiru
BP-2026-0729,ADM-1127,James Natepo,Grade 2 A,Term 2,2026,5000,Bank Transfer,RTN-93417,Samuel Natepo,2026-06-09,Rebecca Wanjala
BP-2026-0730,ADM-1127,James Natepo,Grade 2 A,Term 3,2026,3900,Bank Transfer,RTN-10327,Samuel Natepo,2026-09-13,Rebecca Wanjala
BP-2026-0731,ADM-1127,James Natepo,Grade 2 A,Term 3,2026,1600,Cheque,CHQ-91726,Samuel Natepo,2026-10-15,Monica Wanjiru
BP-2026-0732,ADM-1127,James Natepo,Grade 2 A,Term 3,2026,3500,M-PESA,QWH-45694,Samuel Natepo,2026-10-16,Monica Wanjiru
BP-2026-0733,ADM-1128,Amos Langat,Grade 2 A,Term 1,2026,30000,Cash,CSH-60060,Luke Langat,2026-01-26,Andreah Smithh
BP-2026-0734,ADM-1128,Amos Langat,Grade 2 A,Term 2,2026,4800,Bank Transfer,RTN-70631,Luke Langat,2026-05-31,Monica Wanjiru
BP-2026-0735,ADM-1128,Amos Langat,Grade 2 A,Term 2,2026,10200,Bank Transfer,RTN-65183,Luke Langat,2026-06-10,Andreah Smithh
BP-2026-0736,ADM-1129,Olivia Suleiman,Grade 2 A,Term 1,2026,8300,Cheque,CHQ-87701,Collins Suleiman,2026-02-01,Rebecca Wanjala
BP-2026-0737,ADM-1129,Olivia Suleiman,Grade 2 A,Term 1,2026,21700,Cash,CSH-46761,Collins Suleiman,2026-02-12,Andreah Smithh
BP-2026-0738,ADM-1129,Olivia Suleiman,Grade 2 A,Term 2,2026,6500,Bank Transfer,RTN-53958,Collins Suleiman,2026-05-16,Monica Wanjiru
BP-2026-0739,ADM-1129,Olivia Suleiman,Grade 2 A,Term 2,2026,2500,Bank Transfer,RTN-39890,Collins Suleiman,2026-06-18,Monica Wanjiru
BP-2026-0740,ADM-1129,Olivia Suleiman,Grade 2 A,Term 2,2026,6000,Bank Transfer,RTN-49266,Collins Suleiman,2026-06-25,Monica Wanjiru
BP-2026-0741,ADM-1129,Olivia Suleiman,Grade 2 A,Term 3,2026,2600,Cash,CSH-35683,Collins Suleiman,2026-10-04,Rebecca Wanjala
BP-2026-0742,ADM-1129,Olivia Suleiman,Grade 2 A,Term 3,2026,6400,M-PESA,QWH-81005,Collins Suleiman,2026-10-14,Andreah Smithh
BP-2026-0743,ADM-1130,Isaac Mpaine,Grade 2 A,Term 1,2026,12000,M-PESA,QWH-83185,Edna Mpaine,2026-01-13,Rebecca Wanjala
BP-2026-0744,ADM-1130,Isaac Mpaine,Grade 2 A,Term 1,2026,4000,Cheque,CHQ-14683,Edna Mpaine,2026-02-13,Monica Wanjiru
BP-2026-0745,ADM-1130,Isaac Mpaine,Grade 2 A,Term 1,2026,10700,M-PESA,QWH-20414,Edna Mpaine,2026-02-14,Monica Wanjiru
BP-2026-0746,ADM-1130,Isaac Mpaine,Grade 2 A,Term 2,2026,11600,M-PESA,QWH-45627,Edna Mpaine,2026-05-08,Andreah Smithh
BP-2026-0747,ADM-1130,Isaac Mpaine,Grade 2 A,Term 3,2026,4100,M-PESA,QWH-19006,Edna Mpaine,2026-09-24,Monica Wanjiru
BP-2026-0748,ADM-1130,Isaac Mpaine,Grade 2 A,Term 3,2026,4900,Cheque,CHQ-44112,Edna Mpaine,2026-10-19,Andreah Smithh
BP-2026-0749,ADM-1131,Joshua Sichangi,Grade 2 A,Term 1,2026,10400,Bank Transfer,RTN-66273,Mark Sichangi,2026-01-13,Monica Wanjiru
BP-2026-0750,ADM-1131,Joshua Sichangi,Grade 2 A,Term 1,2026,19600,Bank Transfer,RTN-17565,Mark Sichangi,2026-02-08,Rebecca Wanjala
BP-2026-0751,ADM-1131,Joshua Sichangi,Grade 2 A,Term 2,2026,7700,M-PESA,QWH-56670,Mark Sichangi,2026-05-15,Rebecca Wanjala
BP-2026-0752,ADM-1131,Joshua Sichangi,Grade 2 A,Term 2,2026,7300,Bank Transfer,RTN-92000,Mark Sichangi,2026-06-03,Monica Wanjiru
BP-2026-0753,ADM-1132,Ian Abdi,Grade 2 A,Term 1,2026,30000,Cash,CSH-52887,Alex Abdi,2026-01-26,Rebecca Wanjala
BP-2026-0754,ADM-1132,Ian Abdi,Grade 2 A,Term 2,2026,5300,Bank Transfer,RTN-80960,Alex Abdi,2026-05-17,Andreah Smithh
BP-2026-0755,ADM-1132,Ian Abdi,Grade 2 A,Term 2,2026,9700,M-PESA,QWH-50533,Alex Abdi,2026-06-01,Andreah Smithh
BP-2026-0756,ADM-1132,Ian Abdi,Grade 2 A,Term 3,2026,5500,M-PESA,QWH-66432,Alex Abdi,2026-09-25,Rebecca Wanjala
BP-2026-0757,ADM-1133,Timothy Maundu,Grade 2 B,Term 1,2026,15700,Bank Transfer,RTN-24289,Michael Maundu,2026-01-17,Rebecca Wanjala
BP-2026-0758,ADM-1133,Timothy Maundu,Grade 2 B,Term 1,2026,6800,M-PESA,QWH-41683,Michael Maundu,2026-02-16,Andreah Smithh
BP-2026-0759,ADM-1133,Timothy Maundu,Grade 2 B,Term 1,2026,7500,Cash,CSH-21340,Michael Maundu,2026-03-02,Monica Wanjiru
BP-2026-0760,ADM-1133,Timothy Maundu,Grade 2 B,Term 2,2026,6800,Cash,CSH-38829,Michael Maundu,2026-05-21,Rebecca Wanjala
BP-2026-0761,ADM-1134,Eric Kosgei,Grade 2 B,Term 1,2026,7900,Cash,CSH-43004,Kipchoge Kosgei,2026-01-11,Monica Wanjiru
BP-2026-0762,ADM-1134,Eric Kosgei,Grade 2 B,Term 1,2026,22100,Cash,CSH-94261,Kipchoge Kosgei,2026-02-09,Monica Wanjiru
BP-2026-0763,ADM-1134,Eric Kosgei,Grade 2 B,Term 2,2026,15000,Cheque,CHQ-78444,Kipchoge Kosgei,2026-05-10,Andreah Smithh
BP-2026-0764,ADM-1134,Eric Kosgei,Grade 2 B,Term 3,2026,1600,M-PESA,QWH-66032,Kipchoge Kosgei,2026-09-26,Andreah Smithh
BP-2026-0765,ADM-1134,Eric Kosgei,Grade 2 B,Term 3,2026,4400,Cheque,CHQ-90317,Kipchoge Kosgei,2026-10-10,Monica Wanjiru
BP-2026-0766,ADM-1135,Amara Abdalla,Grade 2 B,Term 1,2026,30000,Bank Transfer,RTN-27822,Felix Abdalla,2026-01-22,Andreah Smithh
BP-2026-0767,ADM-1135,Amara Abdalla,Grade 2 B,Term 2,2026,15000,M-PESA,QWH-43800,Felix Abdalla,2026-05-21,Rebecca Wanjala
BP-2026-0768,ADM-1135,Amara Abdalla,Grade 2 B,Term 3,2026,3600,Cash,CSH-26918,Felix Abdalla,2026-09-20,Rebecca Wanjala
BP-2026-0769,ADM-1135,Amara Abdalla,Grade 2 B,Term 3,2026,2900,M-PESA,QWH-38808,Felix Abdalla,2026-10-06,Rebecca Wanjala
BP-2026-0770,ADM-1136,Hillary Adhiambo,Grade 2 B,Term 1,2026,33000,Cash,CSH-39425,Benjamin Adhiambo,2026-01-20,Monica Wanjiru
BP-2026-0771,ADM-1136,Hillary Adhiambo,Grade 2 B,Term 2,2026,12000,M-PESA,QWH-41645,Benjamin Adhiambo,2026-05-16,Rebecca Wanjala
BP-2026-0772,ADM-1136,Hillary Adhiambo,Grade 2 B,Term 3,2026,9000,M-PESA,QWH-11247,Benjamin Adhiambo,2026-09-27,Monica Wanjiru
BP-2026-0773,ADM-1137,Patrick Hassan,Grade 2 B,Term 1,2026,8200,Cash,CSH-14262,Sophia Hassan,2026-01-16,Rebecca Wanjala
BP-2026-0774,ADM-1137,Patrick Hassan,Grade 2 B,Term 1,2026,7700,Cheque,CHQ-40638,Sophia Hassan,2026-01-29,Rebecca Wanjala
BP-2026-0775,ADM-1137,Patrick Hassan,Grade 2 B,Term 1,2026,14100,Bank Transfer,RTN-44760,Sophia Hassan,2026-02-12,Monica Wanjiru
BP-2026-0776,ADM-1137,Patrick Hassan,Grade 2 B,Term 2,2026,15000,Cheque,CHQ-48608,Sophia Hassan,2026-05-25,Andreah Smithh
BP-2026-0777,ADM-1138,Alex Juma,Grade 2 B,Term 1,2026,8700,Bank Transfer,RTN-92227,Grace Juma,2026-01-25,Rebecca Wanjala
BP-2026-0778,ADM-1138,Alex Juma,Grade 2 B,Term 1,2026,6800,Bank Transfer,RTN-85207,Grace Juma,2026-01-31,Andreah Smithh
BP-2026-0779,ADM-1138,Alex Juma,Grade 2 B,Term 1,2026,10600,Cheque,CHQ-28035,Grace Juma,2026-02-15,Monica Wanjiru
BP-2026-0780,ADM-1138,Alex Juma,Grade 2 B,Term 2,2026,4000,M-PESA,QWH-79698,Grace Juma,2026-05-24,Andreah Smithh
BP-2026-0781,ADM-1138,Alex Juma,Grade 2 B,Term 2,2026,11000,M-PESA,QWH-36821,Grace Juma,2026-06-03,Monica Wanjiru
BP-2026-0782,ADM-1138,Alex Juma,Grade 2 B,Term 3,2026,6700,M-PESA,QWH-39994,Grace Juma,2026-10-01,Monica Wanjiru
BP-2026-0783,ADM-1139,Trevor Kinyua,Grade 2 B,Term 1,2026,9500,Bank Transfer,RTN-93822,David Kinyua,2026-01-22,Rebecca Wanjala
BP-2026-0784,ADM-1139,Trevor Kinyua,Grade 2 B,Term 1,2026,6600,M-PESA,QWH-99206,David Kinyua,2026-01-30,Andreah Smithh
BP-2026-0785,ADM-1139,Trevor Kinyua,Grade 2 B,Term 1,2026,13900,Cash,CSH-23033,David Kinyua,2026-02-20,Rebecca Wanjala
BP-2026-0786,ADM-1139,Trevor Kinyua,Grade 2 B,Term 2,2026,6400,M-PESA,QWH-89992,David Kinyua,2026-05-13,Monica Wanjiru
BP-2026-0787,ADM-1139,Trevor Kinyua,Grade 2 B,Term 2,2026,8600,Bank Transfer,RTN-94726,David Kinyua,2026-06-16,Rebecca Wanjala
BP-2026-0788,ADM-1140,Judith Farah,Grade 2 B,Term 1,2026,7800,Bank Transfer,RTN-63666,Meshack Farah,2026-01-12,Monica Wanjiru
BP-2026-0789,ADM-1140,Judith Farah,Grade 2 B,Term 1,2026,2700,M-PESA,QWH-89311,Meshack Farah,2026-01-27,Monica Wanjiru
BP-2026-0790,ADM-1140,Judith Farah,Grade 2 B,Term 1,2026,6900,Cash,CSH-29242,Meshack Farah,2026-02-11,Rebecca Wanjala
BP-2026-0791,ADM-1140,Judith Farah,Grade 2 B,Term 2,2026,15000,Bank Transfer,RTN-69614,Meshack Farah,2026-05-19,Rebecca Wanjala
BP-2026-0792,ADM-1140,Judith Farah,Grade 2 B,Term 3,2026,5600,Cash,CSH-51925,Meshack Farah,2026-09-10,Andreah Smithh
BP-2026-0793,ADM-1141,Purity Maundu,Grade 2 B,Term 1,2026,30000,M-PESA,QWH-67507,Sonia Maundu,2026-01-26,Monica Wanjiru
BP-2026-0794,ADM-1141,Purity Maundu,Grade 2 B,Term 2,2026,7300,Cash,CSH-54618,Sonia Maundu,2026-06-01,Rebecca Wanjala
BP-2026-0795,ADM-1141,Purity Maundu,Grade 2 B,Term 2,2026,7700,M-PESA,QWH-33541,Sonia Maundu,2026-06-14,Andreah Smithh
BP-2026-0796,ADM-1142,Kiplangat Syombua,Grade 2 B,Term 1,2026,8700,Bank Transfer,RTN-13318,Gladys Syombua,2026-01-17,Rebecca Wanjala
BP-2026-0797,ADM-1142,Kiplangat Syombua,Grade 2 B,Term 1,2026,9800,M-PESA,QWH-24712,Gladys Syombua,2026-02-07,Monica Wanjiru
BP-2026-0798,ADM-1142,Kiplangat Syombua,Grade 2 B,Term 1,2026,11500,Cheque,CHQ-75607,Gladys Syombua,2026-02-10,Monica Wanjiru
BP-2026-0799,ADM-1142,Kiplangat Syombua,Grade 2 B,Term 2,2026,8000,M-PESA,QWH-69727,Gladys Syombua,2026-05-13,Rebecca Wanjala
BP-2026-0800,ADM-1142,Kiplangat Syombua,Grade 2 B,Term 2,2026,2300,Cash,CSH-61705,Gladys Syombua,2026-05-27,Monica Wanjiru
BP-2026-0801,ADM-1142,Kiplangat Syombua,Grade 2 B,Term 2,2026,4700,Bank Transfer,RTN-58976,Gladys Syombua,2026-06-13,Monica Wanjiru
BP-2026-0802,ADM-1142,Kiplangat Syombua,Grade 2 B,Term 3,2026,4300,M-PESA,QWH-51666,Gladys Syombua,2026-09-24,Monica Wanjiru
BP-2026-0803,ADM-1142,Kiplangat Syombua,Grade 2 B,Term 3,2026,4700,M-PESA,QWH-56091,Gladys Syombua,2026-10-06,Rebecca Wanjala
BP-2026-0804,ADM-1143,Esther Sironka,Grade 2 B,Term 1,2026,30000,Cash,CSH-22151,Vincent Sironka,2026-01-18,Rebecca Wanjala
BP-2026-0805,ADM-1143,Esther Sironka,Grade 2 B,Term 2,2026,4800,Bank Transfer,RTN-37082,Vincent Sironka,2026-05-25,Monica Wanjiru
BP-2026-0806,ADM-1143,Esther Sironka,Grade 2 B,Term 2,2026,10200,Bank Transfer,RTN-49599,Vincent Sironka,2026-06-12,Monica Wanjiru
BP-2026-0807,ADM-1143,Esther Sironka,Grade 2 B,Term 3,2026,9000,Cheque,CHQ-18873,Vincent Sironka,2026-09-27,Andreah Smithh
BP-2026-0808,ADM-1144,Harrison Njoroge,Grade 2 B,Term 1,2026,23600,Cash,CSH-92802,Stephen Njoroge,2026-01-19,Andreah Smithh
BP-2026-0809,ADM-1144,Harrison Njoroge,Grade 2 B,Term 1,2026,21400,Cash,CSH-69739,Stephen Njoroge,2026-01-30,Andreah Smithh
BP-2026-0810,ADM-1144,Harrison Njoroge,Grade 2 B,Term 2,2026,30000,M-PESA,QWH-35576,Stephen Njoroge,2026-05-25,Rebecca Wanjala
BP-2026-0811,ADM-1144,Harrison Njoroge,Grade 2 B,Term 3,2026,4600,M-PESA,QWH-10448,Stephen Njoroge,2026-09-12,Rebecca Wanjala
BP-2026-0812,ADM-1144,Harrison Njoroge,Grade 2 B,Term 3,2026,2000,M-PESA,QWH-99988,Stephen Njoroge,2026-09-29,Monica Wanjiru
BP-2026-0813,ADM-1144,Harrison Njoroge,Grade 2 B,Term 3,2026,2500,M-PESA,QWH-11604,Stephen Njoroge,2026-10-10,Monica Wanjiru
BP-2026-0814,ADM-1145,Wesley Mwende,Grade 2 B,Term 1,2026,8100,M-PESA,QWH-25494,Joshua Mwende,2026-01-20,Andreah Smithh
BP-2026-0815,ADM-1145,Wesley Mwende,Grade 2 B,Term 1,2026,9900,Cheque,CHQ-46200,Joshua Mwende,2026-02-03,Andreah Smithh
BP-2026-0816,ADM-1145,Wesley Mwende,Grade 2 B,Term 1,2026,12000,M-PESA,QWH-47346,Joshua Mwende,2026-02-15,Monica Wanjiru
BP-2026-0817,ADM-1145,Wesley Mwende,Grade 2 B,Term 2,2026,4100,M-PESA,QWH-73683,Joshua Mwende,2026-05-11,Monica Wanjiru
BP-2026-0818,ADM-1145,Wesley Mwende,Grade 2 B,Term 2,2026,10900,M-PESA,QWH-19954,Joshua Mwende,2026-06-14,Monica Wanjiru
BP-2026-0819,ADM-1145,Wesley Mwende,Grade 2 B,Term 3,2026,5600,Cheque,CHQ-66663,Joshua Mwende,2026-09-14,Monica Wanjiru
BP-2026-0820,ADM-1146,Gloria Khisa,Grade 2 B,Term 1,2026,9800,M-PESA,QWH-94619,Donald Khisa,2026-01-18,Andreah Smithh
BP-2026-0821,ADM-1146,Gloria Khisa,Grade 2 B,Term 1,2026,20200,Cash,CSH-57501,Donald Khisa,2026-02-08,Rebecca Wanjala
BP-2026-0822,ADM-1146,Gloria Khisa,Grade 2 B,Term 2,2026,15000,M-PESA,QWH-47056,Donald Khisa,2026-06-01,Monica Wanjiru
BP-2026-0823,ADM-1146,Gloria Khisa,Grade 2 B,Term 3,2026,4800,Bank Transfer,RTN-57147,Donald Khisa,2026-09-24,Andreah Smithh
BP-2026-0824,ADM-1146,Gloria Khisa,Grade 2 B,Term 3,2026,4200,Cash,CSH-56459,Donald Khisa,2026-09-28,Monica Wanjiru
BP-2026-0825,ADM-1147,Francis Khamis,Grade 2 B,Term 1,2026,30000,Cash,CSH-81500,Timothy Khamis,2026-01-23,Andreah Smithh
BP-2026-0826,ADM-1147,Francis Khamis,Grade 2 B,Term 2,2026,15000,Bank Transfer,RTN-95711,Timothy Khamis,2026-05-26,Rebecca Wanjala
BP-2026-0827,ADM-1148,Moses Omondi,Grade 2 B,Term 1,2026,15400,M-PESA,QWH-14904,Mark Omondi,2026-01-22,Monica Wanjiru
BP-2026-0828,ADM-1148,Moses Omondi,Grade 2 B,Term 1,2026,13000,Cash,CSH-43661,Mark Omondi,2026-01-31,Andreah Smithh
BP-2026-0829,ADM-1148,Moses Omondi,Grade 2 B,Term 1,2026,12600,M-PESA,QWH-65399,Mark Omondi,2026-02-21,Monica Wanjiru
BP-2026-0830,ADM-1148,Moses Omondi,Grade 2 B,Term 2,2026,10100,Cash,CSH-31729,Mark Omondi,2026-05-08,Andreah Smithh
BP-2026-0831,ADM-1148,Moses Omondi,Grade 2 B,Term 2,2026,8400,Bank Transfer,RTN-99357,Mark Omondi,2026-06-02,Monica Wanjiru
BP-2026-0832,ADM-1148,Moses Omondi,Grade 2 B,Term 2,2026,7500,M-PESA,QWH-51389,Mark Omondi,2026-06-11,Monica Wanjiru
BP-2026-0833,ADM-1148,Moses Omondi,Grade 2 B,Term 3,2026,3700,Cheque,CHQ-13298,Mark Omondi,2026-09-12,Andreah Smithh
BP-2026-0834,ADM-1148,Moses Omondi,Grade 2 B,Term 3,2026,4700,M-PESA,QWH-78636,Mark Omondi,2026-09-26,Rebecca Wanjala
BP-2026-0835,ADM-1149,Anthony Igweta,Grade 2 B,Term 1,2026,11200,Bank Transfer,RTN-79179,Dennis Igweta,2026-01-18,Andreah Smithh
BP-2026-0836,ADM-1149,Anthony Igweta,Grade 2 B,Term 1,2026,18800,Bank Transfer,RTN-61742,Dennis Igweta,2026-02-14,Andreah Smithh
BP-2026-0837,ADM-1149,Anthony Igweta,Grade 2 B,Term 2,2026,15000,Cheque,CHQ-79846,Dennis Igweta,2026-06-02,Andreah Smithh
BP-2026-0838,ADM-1149,Anthony Igweta,Grade 2 B,Term 3,2026,3700,Cash,CSH-75888,Dennis Igweta,2026-09-23,Andreah Smithh
BP-2026-0839,ADM-1149,Anthony Igweta,Grade 2 B,Term 3,2026,5300,Cheque,CHQ-58074,Dennis Igweta,2026-10-07,Andreah Smithh
BP-2026-0840,ADM-1150,Michael Mwangi,Grade 2 B,Term 1,2026,10700,Cash,CSH-47568,Anthony Mwangi,2026-01-11,Monica Wanjiru
BP-2026-0841,ADM-1150,Michael Mwangi,Grade 2 B,Term 1,2026,19300,M-PESA,QWH-85004,Anthony Mwangi,2026-01-27,Rebecca Wanjala
BP-2026-0842,ADM-1150,Michael Mwangi,Grade 2 B,Term 2,2026,2800,Cheque,CHQ-31730,Anthony Mwangi,2026-05-09,Monica Wanjiru
BP-2026-0843,ADM-1150,Michael Mwangi,Grade 2 B,Term 2,2026,4000,Cash,CSH-20379,Anthony Mwangi,2026-06-15,Monica Wanjiru
BP-2026-0844,ADM-1151,Grace Juma,Grade 2 B,Term 1,2026,30000,Cash,CSH-92335,Ian Juma,2026-02-01,Andreah Smithh
BP-2026-0845,ADM-1152,Dorcas Khisa,Grade 2 B,Term 1,2026,12900,Cash,CSH-28594,James Khisa,2026-01-09,Rebecca Wanjala
BP-2026-0846,ADM-1152,Dorcas Khisa,Grade 2 B,Term 2,2026,4400,M-PESA,QWH-18595,James Khisa,2026-05-09,Monica Wanjiru
BP-2026-0847,ADM-1152,Dorcas Khisa,Grade 2 B,Term 2,2026,10600,Bank Transfer,RTN-63738,James Khisa,2026-06-18,Andreah Smithh
BP-2026-0848,ADM-1153,Hellen Langat,Grade 2 B,Term 1,2026,9000,M-PESA,QWH-31298,William Langat,2026-02-02,Monica Wanjiru
BP-2026-0849,ADM-1153,Hellen Langat,Grade 2 B,Term 1,2026,8900,Bank Transfer,RTN-55869,William Langat,2026-01-26,Andreah Smithh
BP-2026-0850,ADM-1153,Hellen Langat,Grade 2 B,Term 1,2026,12100,Cash,CSH-44654,William Langat,2026-03-02,Andreah Smithh
BP-2026-0851,ADM-1153,Hellen Langat,Grade 2 B,Term 2,2026,15000,M-PESA,QWH-74773,William Langat,2026-05-29,Rebecca Wanjala
BP-2026-0852,ADM-1154,Naomi Kiptum,Grade 2 B,Term 1,2026,30000,M-PESA,QWH-70880,Elijah Kiptum,2026-01-21,Rebecca Wanjala
BP-2026-0853,ADM-1154,Naomi Kiptum,Grade 2 B,Term 2,2026,3400,Cash,CSH-85027,Elijah Kiptum,2026-05-28,Monica Wanjiru
BP-2026-0854,ADM-1154,Naomi Kiptum,Grade 2 B,Term 2,2026,4300,M-PESA,QWH-92957,Elijah Kiptum,2026-05-25,Andreah Smithh
BP-2026-0855,ADM-1154,Naomi Kiptum,Grade 2 B,Term 3,2026,4700,Bank Transfer,RTN-52567,Elijah Kiptum,2026-09-15,Andreah Smithh
BP-2026-0856,ADM-1155,Wesley Njoroge,Grade 2 B,Term 1,2026,30000,M-PESA,QWH-87097,Luke Njoroge,2026-01-24,Rebecca Wanjala
BP-2026-0857,ADM-1155,Wesley Njoroge,Grade 2 B,Term 2,2026,8000,Cash,CSH-76352,Luke Njoroge,2026-05-20,Rebecca Wanjala
BP-2026-0858,ADM-1155,Wesley Njoroge,Grade 2 B,Term 2,2026,7000,Bank Transfer,RTN-29342,Luke Njoroge,2026-06-15,Rebecca Wanjala
BP-2026-0859,ADM-1155,Wesley Njoroge,Grade 2 B,Term 3,2026,2600,Bank Transfer,RTN-11517,Luke Njoroge,2026-09-09,Monica Wanjiru
BP-2026-0860,ADM-1155,Wesley Njoroge,Grade 2 B,Term 3,2026,2100,Cheque,CHQ-87979,Luke Njoroge,2026-10-05,Andreah Smithh
BP-2026-0861,ADM-1156,Susan Nthiga,Grade 2 B,Term 1,2026,23100,Bank Transfer,RTN-50110,Hillary Nthiga,2026-01-17,Andreah Smithh
BP-2026-0862,ADM-1156,Susan Nthiga,Grade 2 B,Term 2,2026,6500,Bank Transfer,RTN-55411,Hillary Nthiga,2026-05-13,Andreah Smithh
BP-2026-0863,ADM-1156,Susan Nthiga,Grade 2 B,Term 2,2026,8500,M-PESA,QWH-28758,Hillary Nthiga,2026-06-08,Monica Wanjiru
BP-2026-0864,ADM-1157,Alex Hassan,Grade 2 B,Term 1,2026,14100,Cash,CSH-92914,Charity Hassan,2026-01-21,Rebecca Wanjala
BP-2026-0865,ADM-1157,Alex Hassan,Grade 2 B,Term 1,2026,4400,M-PESA,QWH-22730,Charity Hassan,2026-02-01,Monica Wanjiru
BP-2026-0866,ADM-1157,Alex Hassan,Grade 2 B,Term 1,2026,11500,Bank Transfer,RTN-36413,Charity Hassan,2026-02-28,Monica Wanjiru
BP-2026-0867,ADM-1157,Alex Hassan,Grade 2 B,Term 2,2026,6000,M-PESA,QWH-46807,Charity Hassan,2026-05-08,Rebecca Wanjala
BP-2026-0868,ADM-1157,Alex Hassan,Grade 2 B,Term 2,2026,4100,M-PESA,QWH-86012,Charity Hassan,2026-06-05,Rebecca Wanjala
BP-2026-0869,ADM-1157,Alex Hassan,Grade 2 B,Term 2,2026,4900,Cash,CSH-99113,Charity Hassan,2026-06-27,Rebecca Wanjala
BP-2026-0870,ADM-1157,Alex Hassan,Grade 2 B,Term 3,2026,3300,Cash,CSH-73271,Charity Hassan,2026-09-13,Andreah Smithh
